part_number,manufacturer,condition,price,lead_time,vendor,location,quantity,
ACS-AP-I,ABB,NEW IN SEALED PACKAGING,176,7-10 Days,Dreamland,Europe,5
ACS-CP-C,ABB,REFURBISHED,105,7-10 Days,Dreamland,Europe,5
ACS-PAN-A,ABB,NEW IN SEALED PACKAGING,365,7-10 Days,Dreamland,Europe,5
AE26-30,ABB,REFURBISHED,82.95,7-10 Days,Dreamland,Europe,5
AE50-30,ABB,REFURBISHED,138.6,7-10 Days,Dreamland,Europe,5
AF12-30-01-13,ABB,NEW IN SEALED PACKAGING,37.21,7-10 Days,Dreamland,Europe,5
AF12-30-10-13,ABB,REFURBISHED,55.65,7-10 Days,Dreamland,Europe,5
AF16-30-10-13,ABB,NEW IN SEALED PACKAGING,53,7-10 Days,Dreamland,Europe,5
AF1650-30-22,ABB,REFURBISHED,1273.65,7-10 Days,Dreamland,Europe,5
AF65-30-00-13,ABB,NEW IN SEALED PACKAGING,73.26,7-10 Days,Dreamland,Europe,5
ACH550-01-031A-4+B055,ABB,REFURBISHED,1153.95,7-10 Days,Dreamland,Europe,5
ACH550-01-045A-4+B055,ABB,REFURBISHED,1627.5,7-10 Days,Dreamland,Europe,5
ACH580-01-018A-4,ABB,REFURBISHED,764.4,7-10 Days,Dreamland,Europe,5
ACH-CP-B,ABB,NEW IN SEALED PACKAGING,158,7-10 Days,Dreamland,Europe,5
AI86-16,ABB,REFURBISHED,661.5,7-10 Days,Dreamland,Europe,5
AIO86-8/4,ABB,REFURBISHED,1071,7-10 Days,Dreamland,Europe,5
B7-40-00,ABB,NEW SURPLUS,29.52,7-10 Days,Dreamland,Europe,5
CA4-01,ABB,NEW IN SEALED PACKAGING,4.17,7-10 Days,Dreamland,Europe,5
CA4-01,ABB,REFURBISHED,5.25,7-10 Days,Dreamland,Europe,5
CA4-10,ABB,NEW IN SEALED PACKAGING,7.33,7-10 Days,Dreamland,Europe,5
CA5-01,ABB,REFURBISHED,7.35,7-10 Days,Dreamland,Europe,5
CA5-10,ABB,REFURBISHED,7.35,7-10 Days,Dreamland,Europe,5
CA5-22U,ABB,REFURBISHED,55.65,7-10 Days,Dreamland,Europe,5
CA7-22U,ABB,REFURBISHED,103.95,7-10 Days,Dreamland,Europe,5
CDP312R,ABB,REFURBISHED,183.75,7-10 Days,Dreamland,Europe,5
CM577-ETH,ABB,NEW SURPLUS,690.48,7-10 Days,Dreamland,Europe,5
CPU86-NDP,ABB,REFURBISHED,1764,7-10 Days,Dreamland,Europe,5
CS31,ABB,NEW SURPLUS,315,7-10 Days,Dreamland,Europe,5
DAI-01,ABB,NEW IN SEALED PACKAGING,1050,7-10 Days,Dreamland,Europe,5
DAI-03,ABB,REFURBISHED,1323,7-10 Days,Dreamland,Europe,5
DAI-04,ABB,REFURBISHED,908.25,7-10 Days,Dreamland,Europe,5
DAO-01,ABB,REFURBISHED,386.4,7-10 Days,Dreamland,Europe,5
DDI-01,ABB,REFURBISHED,248.85,7-10 Days,Dreamland,Europe,5
DDO-01,ABB,REFURBISHED,248.85,7-10 Days,Dreamland,Europe,5
DI/DO86-32CH,ABB,REFURBISHED,330.75,7-10 Days,Dreamland,Europe,5
DI86-32,ABB,REFURBISHED,220.5,7-10 Days,Dreamland,Europe,5
