part_number,manufacturer,condition,price,lead_time,vendor,location,quantity 
4100-IF2,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-262-52,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-454-01-B1FX,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-454-01-D1BX,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-454-01-D1CX,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-454-01-S1FX,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-454-02-B2FX,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-801-01,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-801-04,Allen Bradley,new,1,,Stanlo Automation,USA,1
41391-801-05,Allen Bradley,new,1,,Stanlo Automation,USA,1
42-BC-B1LBAN-T4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42185-800-01,Allen Bradley,new,1,,Stanlo Automation,USA,1
42305-009,Allen Bradley,new,1,,Stanlo Automation,USA,1
42BA-S1LNAG-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42BC-B1CRAL-T4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42BC-B1CRAN-T4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42BT-B1LBSN-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-B2LNBC-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-B2LPBC-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-D1-JPAE-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-D1MPAE-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-DIMPAJ-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-E1EZB1-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CA-R1MPA1-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CAD1MPAJD4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CB-D1LPAF-M4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CB-D1LPAL-M4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CB-P2LPA-M4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CB-U1LPA-L2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CF-D1LPA1-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CF-E1EZB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CF-R1LPB1-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-B2LPBC-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-D1MPAL-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-D2MPAE-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-E8EZB-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-P8MPB-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-U1MNB-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CM-U1MPB-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CRC-4001,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CSS-B2MPA1-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42CST-D1MPA3-D4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42DRU-5200,Allen Bradley,new,1,,Stanlo Automation,USA,1
42DRU-5500,Allen Bradley,new,1,,Stanlo Automation,USA,1
42DRU-5700,Allen Bradley,new,1,,Stanlo Automation,USA,1
42DTB-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42DTB-5500,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1MNBE-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1MNBE-Z21,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1MPBE-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1MPBE-Y4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1RCBC-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-B1RCBE-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-C2KBA-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1JBAK-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1MNAK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1MNAK-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1MPAK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1MPAK-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1RCAK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1RCAK-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1SCAK-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D1SFAK-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D2JBAK-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D2MPAK-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-D8JBC-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E1EZB-A13,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E1EZB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E1QZB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E1QZB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E2EZB-A10,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-E2EZB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-G1MPA-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2JBB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2KBB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2MNB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2MNB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2MPB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2MPB1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2RCB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2RCB-A5H,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2RCB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2RFB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2SCB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P2SFB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P8JBC-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-P8KBC-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R2JBB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R2MNBT-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R2MPB-A5,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R2MPB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R9KBBV-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R9MPB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-R9RCBV-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-S1MPA-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-S1RFA-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-U2KBB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-U2RFB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-U2SCB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EF-U2SFB-G4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EFD1JBCKF-4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EFP2MPBF4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42EFR9MPBVF4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42FT-F2LPA-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GDU-9004-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GDU-9200-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GDU-9204,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GDU-9204-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GNU-9020-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GNU-9020-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GNU-9200-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GNU-9220-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GNU-9220-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9200,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9200-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9200-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9202,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9202-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRC-9203-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9001-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9003-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRF-9102-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-9000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-9000-5,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-9042-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRL-90L2-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9001,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9040-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9041,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9042,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9042-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRP-9072,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9001,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-9003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRR-90L0-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9001,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9002-Q,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9200,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9200-5,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9200-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9200-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9201,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9201-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9202,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9202-5,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9203-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9203-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-9203H,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-92L0-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-92L2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU-92L2-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GRU9202QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GSP-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTC-9200-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTC-9202,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTC-9202-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTC-9203-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9000-QD1,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9100-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTF-9102,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTP-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTP-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTP-9040-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTP-9042,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTP-9042-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTR-9000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTR-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTR-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9200-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9201,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9202,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9202-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9203,Allen Bradley,new,1,,Stanlo Automation,USA,1
42GTU-9203-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-D2MPA2-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-E1EZB1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-E2EZB1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-E2EZB1-Y4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-P2MNA2-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-P2MNB1-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-P2MPA2-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-P2MPB1-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-P2MPB1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-R9MNA1-Y4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-R9MPA1-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-R9MPA1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-R9MPA1-Y4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JS-R9MPA2-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-B2LAT1-P4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-B2LAT2-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-B8LAT1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-C2LAT1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-C2LAT1-P4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-D2LAT1-P4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-P2LAT1-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42JT-P8LAT1-P4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KA-D2JPFC-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KA-S2JNSA-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KA-T2KPFK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KA-T2KPHK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KA-T2KPTK-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KB-U2LPSN-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KB-U2LPSN-A5,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-D1LB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-D1LBQ-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-D1TC-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-D1TC-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-E1EZB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-E1QZB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-E1QZB-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-F2LBL-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-G1LB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-G1LB-Y4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-G1LBQ-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-G1LBQ-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-G1TC-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-P2LB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-P2TC-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-RLB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-RLB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-RTC-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-RTC-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-U2LB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-U2LBQ-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-U2TC-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-U2TC-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-W1LB-A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-W1LB-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-W1LBQ-F4,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KL-W1TC-G3,Allen Bradley,new,1,,Stanlo Automation,USA,1
42KLD1LBA2,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LCB-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LRC-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LRC-5010,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LRC-5200,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LRC-5210,Allen Bradley,new,1,,Stanlo Automation,USA,1
42LTB-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MRA-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MRA-5000-FO,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MRP-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MRU-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MRU-5200,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MTB-5000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42MTB-5004,Allen Bradley,new,1,,Stanlo Automation,USA,1
42RLL-4000B,Allen Bradley,new,1,,Stanlo Automation,USA,1
42RLP-4000B,Allen Bradley,new,1,,Stanlo Automation,USA,1
42RLR-4000B,Allen Bradley,new,1,,Stanlo Automation,USA,1
42RLU-4000B,Allen Bradley,new,1,,Stanlo Automation,USA,1
42RLU-4200B,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMF-7100,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SML-7110,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMP-7001,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMP-7010-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMP-7011-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMP-7021,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMP-7021-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMU-7201,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMU-7261-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SMU7001QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRF-6002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRF-6003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRF-6102-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRF-6103-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRL-6000,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRL-6000-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRL-6006-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRL-60N6-Z23,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6002-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6004,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6004-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6005-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6012-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6014,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6022-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6023-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6024,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6024-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6032,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6032-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6033,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6033-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6033-SC,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6034-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6035-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRP-6036-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-6002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-6003,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-6006,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-6006-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-6007,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR-60N3-Z23,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRR6002QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6002,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6003-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6004,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6004-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6005,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6202,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6203,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6203-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6204,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6204-QD,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU-6205,Allen Bradley,new,1,,Stanlo Automation,USA,1
42SRU6003,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-FIS25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-FPS20SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TBB25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TBB25SL060,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TBB25SL072,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TMC15SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TMS25ML,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GR-TQC25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-FAS25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TBB25ML060,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TBB25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TBB25SL120,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TBS25SL144,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TIS10SS,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TMC15SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TMC25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43GT-TMS25SL,Allen Bradley,new,1,,Stanlo Automation,USA,1
43PR-NGS53ZM,Allen Bradley,new,1,,Stanlo Automation,USA,1
43PT-NJS56FS,Allen Bradley,new,1,,Stanlo Automation,USA,1
440A-A09028,Allen Bradley,new,1,,Stanlo Automation,USA,1
440A-A09042,Allen Bradley,new,1,,Stanlo Automation,USA,1
440A-A17101,Allen Bradley,new,1,,Stanlo Automation,USA,1
440C-CR30,Allen Bradley,new,1,,Stanlo Automation,USA,1
440C-CR30-22BBB,Allen Bradley,new,1,,Stanlo Automation,USA,1
440C-ENET,Allen Bradley,new,1,,Stanlo Automation,USA,1
440E-A13054,Allen Bradley,new,1,,Stanlo Automation,USA,1
440E-A13079,Allen Bradley,new,1,,Stanlo Automation,USA,1
440E-A13080,Allen Bradley,new,1,,Stanlo Automation,USA,1
440E-A13081,Allen Bradley,new,1,,Stanlo Automation,USA,1
440E-A13082,Allen Bradley,new,1,,Stanlo Automation,USA,1
